complex3_embed.inp.out  -2750.281679901777  -1725826.506673
complex4_embed.inp.out  -2750.279181106604  -1725824.938657
complex5_embed.inp.out  -2828.887083166131  -1775152.104670
complex6_embed.inp.out  -2828.885531278910  -1775151.130847
complex7_embed.inp.out  -3654.981866595909  -2293534.016126
complex8_embed.inp.out  -3654.960309088391  -2293520.488596
isomer1_embed.inp.out  -2710.987319610951  -1701168.941942
isomer2_embed.inp.out  -2710.980739385218  -1701164.812791
