complex3_embed.inp.out  -2787.347770328831  -1749085.812011
complex4_embed.inp.out  -2787.351434150668  -1749088.111092
complex5_embed.inp.out  -2865.907632694594  -1798382.832685
complex6_embed.inp.out  -2865.913311406374  -1798386.396127
complex7_embed.inp.out  -3691.846694909393  -2316667.027676
complex8_embed.inp.out  -3691.840689341535  -2316663.259128
isomer1_embed.inp.out  -2748.074866554649  -1724441.711437
isomer2_embed.inp.out  -2748.073743393284  -1724441.006643
