,ligand_ID,ligands,bind_site,smiles_0,smiles_1
4064,15831,CC([O-])C(=O)N(C)C,"[2, 3]",CC1[O][Ni]2(<-[O]=C1N(C)C)[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,CC1[O][Ni]2(<-[O]=C1N(C)C)[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
4065,15838,c1ccc([B-](c2ccccc2)(n2cccn2)n2cccn2)cc1,"[0, 22]",O=C1[O][Ni]2(<-[n]3cccn3[B-](c3ccccc3)(c3ccccc3)n3ccc[n]->23)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[n]3cccn3[B-](c3ccccc3)(c3ccccc3)n3ccc[n]->23)[CH](c2ccccc2)N1c1ccccc1
4066,15850,Cc1c(C(=O)[O-])nnn1-c1ccc(I)cc1,"[5, 6]",Cc1c2C(=O)[O][Ni]3(<-[n]2nn1-c1ccc(I)cc1)[O]C(=O)C(c1ccccc1)[N]3c1ccccc1,Cc1c2C(=O)[O][Ni]3(<-[n]2nn1-c1ccc(I)cc1)[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1
4067,15851,[c-]1ccsc1-c1cccc2cccnc12,"[7, 8]",O=C1[O][Ni]2([c]3ccsc3-c3cccc4ccc[n]->2c34)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2([c]3ccsc3-c3cccc4ccc[n]->2c34)[CH](c2ccccc2)N1c1ccccc1
4068,15852,[c-]1sccc1-c1cccc2cccnc12,"[7, 8]",O=C1[O][Ni]2([c]3sccc3-c3cccc4ccc[n]->2c34)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2([c]3sccc3-c3cccc4ccc[n]->2c34)[CH](c2ccccc2)N1c1ccccc1
4069,15853,[CH-]=CC=C([S-])c1cccc2cccnc12,"[0, 4]",O=C1[O][Ni]2([CH]=CC=C(c3cccc4cccnc34)[S]2)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2([CH]=CC=C(c3cccc4cccnc34)[S]2)[CH](c2ccccc2)N1c1ccccc1
4070,15854,[CH-]=C(C=C[S-])c1cccc2cccnc12,"[0, 4]",O=C1[O][Ni]2([CH]=C(c3cccc4cccnc34)C=C[S]2)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2([CH]=C(c3cccc4cccnc34)C=C[S]2)[CH](c2ccccc2)N1c1ccccc1
4071,15862,[O-]c1c(C=Nc2cccc(-c3ccccn3)n2)cccc1-c1c2ccccc2cc2ccccc12,"[0, 4]",O=C1[O][Ni]2([O]c3c(C=[N]->2c2cccc(-c4ccccn4)n2)cccc3-c2c3ccccc3cc3ccccc23)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2([O]c3c(C=[N]->2c2cccc(-c4ccccn4)n2)cccc3-c2c3ccccc3cc3ccccc23)[CH](c2ccccc2)N1c1ccccc1
4072,15863,O=C([O-])c1cscn1,"[2, 3]",O=C1[O][Ni]2(<-[n]3cscc31)[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,O=C1[O][Ni]2(<-[n]3cscc31)[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
4073,15868,N=C([O-])c1c(F)cccc1F,"[0, 2]",O=C1[O][Ni]2(<-[NH]=C([O]2)c2c(F)cccc2F)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[NH]=C([O]2)c2c(F)cccc2F)[CH](c2ccccc2)N1c1ccccc1
4074,15871,CC1(C)COC(=C2C=CC=CC2=[Se])[N-]1,"[12, 13]",CC1(C)COC2=C3C=CC=CC3=[Se]->[Ni]3([N]21)[O]C(=O)C(c1ccccc1)[N]3c1ccccc1,CC1(C)COC2=C3C=CC=CC3=[Se]->[Ni]3([N]21)[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1
4075,15884,OC1CCCCC1O,"[0, 7]",O=C1[O][Ni]2(<-[OH]C3CCCCC3[OH]->2)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[OH]C3CCCCC3[OH]->2)[CH](c2ccccc2)N1c1ccccc1
4076,15885,COC(=O)[C-]=C(C(=O)OC)C1(C(=O)OC)[C-](C(=O)OC)C1(C)C,"[5, 10]",COC(=O)C1=[C](C(=O)OC)[Ni]2([O]C(=O)C(c3ccccc3)[N]2c2ccccc2)[C]2(C(=O)OC)C(C)(C)C12C(=O)OC,COC(=O)C1=[C](C(=O)OC)[Ni]2([O]C(=O)N(c3ccccc3)[CH]2c2ccccc2)[C]2(C(=O)OC)C(C)(C)C12C(=O)OC
4077,15886,O=C([N-]c1ccccc1)c1ccccn1,"[7, 8]",O=C1[O][Ni]2([N](C(=O)c3cccc[n]->23)c2ccccc2)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2([N](C(=O)c3cccc[n]->23)c2ccccc2)[CH](c2ccccc2)N1c1ccccc1
4078,15889,N=CCN,"[0, 3]",O=C1[O][Ni]2(<-[NH]=CC[NH2]->2)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[NH]=CC[NH2]->2)[CH](c2ccccc2)N1c1ccccc1
4079,15900,[c-]1ccccc1CP(Cc1ccccc1)c1ccccc1,"[0, 7]",O=C1[O][Ni]2([c]3ccccc3C[P]->2(Cc2ccccc2)c2ccccc2)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2([c]3ccccc3C[P]->2(Cc2ccccc2)c2ccccc2)[CH](c2ccccc2)N1c1ccccc1
4080,15903,CC(C)C1COC(C(=O)[N-]C(CO)C(C)C)=N1,"[9, 16]",CC(C)C(CO)[N]1C(=O)C2=[N](->[Ni]13[O]C(=O)C(c1ccccc1)[N]3c1ccccc1)C(C(C)C)CO2,CC(C)C(CO)[N]1C(=O)C2=[N](->[Ni]13[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1)C(C(C)C)CO2
4081,15906,CC(C)(C)C([O-])=CC(=Nc1ccccc1)C(F)(F)F,"[7, 14]",CC(C)(C)C1=CC(=[N](c2ccccc2)->[Ni]2([O]1)[O]C(=O)C(c1ccccc1)[N]2c1ccccc1)C(F)(F)F,CC(C)(C)C1=CC(=[N](c2ccccc2)->[Ni]2([O]1)[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1)C(F)(F)F
4082,15908,Clc1cc(Cl)c2c(c1)=NC(=C1C=CC=C[N-]1)C=2,"[8, 9]",O=C1[O][Ni]2([N]3C=CC=CC3=C3C=c4c(Cl)cc(Cl)cc4=[N]->23)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2([N]3C=CC=CC3=C3C=c4c(Cl)cc(Cl)cc4=[N]->23)[CH](c2ccccc2)N1c1ccccc1
4083,15919,O=Cc1cccc[c-]1->[Hg+2]<-[Br-],"[7, 9]",O=Cc1cccc[c]12->[Hg+2]<-[Br][Ni]<-21[O]C(=O)C(c2ccccc2)[N]1c1ccccc1,O=Cc1cccc[c]12->[Hg+2]<-[Br][Ni]<-21[O]C(=O)N(c2ccccc2)[CH]1c1ccccc1
4084,15920,[Br-]->[Hg+2]<-[c-]1ccccc1C=Nc1ccccc1,"[0, 2]",O=C1[O][Ni]2([Br]->[Hg+2]<-[c]->23ccccc3C=Nc2ccccc2)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2([Br]->[Hg+2]<-[c]->23ccccc3C=Nc2ccccc2)[CH](c2ccccc2)N1c1ccccc1
4085,15927,CN(C)C(=Nc1ccccc1-c1ccccc1N=C(N(C)C)N(C)C)N(C)C,"[7, 20]",CN(C)C(N(C)C)=[N]1c2ccccc2-c2ccccc2[N](=C(N(C)C)N(C)C)->[Ni]<-12[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,CN(C)C(N(C)C)=[N]1c2ccccc2-c2ccccc2[N](=C(N(C)C)N(C)C)->[Ni]<-12[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
4086,15928,CN1CCN(C)C1=Nc1ccccc1N=C1N(C)CCN1C,"[7, 14]",CN1CCN(C)C1=[N]1c2ccccc2[N](=C2N(C)CCN2C)->[Ni]<-12[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,CN1CCN(C)C1=[N]1c2ccccc2[N](=C2N(C)CCN2C)->[Ni]<-12[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
4087,15929,Cn1ccc(-c2ccc3ccccc3c2[O-])n1,"[15, 16]",Cn1ccc2-c3ccc4ccccc4c3[O][Ni]3(<-[n]21)[O]C(=O)C(c1ccccc1)[N]3c1ccccc1,Cn1ccc2-c3ccc4ccccc4c3[O][Ni]3(<-[n]21)[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1
4088,15930,Cn1ccc(-c2c([O-])ccc3ccccc23)n1,"[7, 8]",Cn1ccc2-c3c([O][Ni]4(<-[n]21)[O]C(=O)C(c1ccccc1)[N]4c1ccccc1)ccc1ccccc31,Cn1ccc2-c3c([O][Ni]4(<-[n]21)[O]C(=O)N(c1ccccc1)[CH]4c1ccccc1)ccc1ccccc31
4089,15931,Cn1ccc(-c2ccccc2[O-])n1,"[11, 12]",Cn1ccc2-c3ccccc3[O][Ni]3(<-[n]21)[O]C(=O)C(c1ccccc1)[N]3c1ccccc1,Cn1ccc2-c3ccccc3[O][Ni]3(<-[n]21)[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1
4090,15934,C[Si](C)(N1CCCN2CCCN=C21)N1CCCN2CCCN=C21,"[11, 12]",C[Si]1(C)N2CCCN3CCC[N](->[Ni]4(<-[N]5=C6N(CCCN61)CCC5)[O]C(=O)C(c1ccccc1)[N]4c1ccccc1)=C32,C[Si]1(C)N2CCCN3CCC[N](->[Ni]4(<-[N]5=C6N(CCCN61)CCC5)[O]C(=O)N(c1ccccc1)[CH]4c1ccccc1)=C32
4091,15944,C=C(CP(c1ccccc1)c1ccccc1)CP(c1ccccc1)c1ccccc1,"[3, 16]",C=C1C[P](c2ccccc2)(c2ccccc2)->[Ni]2(<-[P](C1)(c1ccccc1)c1ccccc1)[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,C=C1C[P](c2ccccc2)(c2ccccc2)->[Ni]2(<-[P](C1)(c1ccccc1)c1ccccc1)[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
4092,15945,CC(Cc1cc(-c2ccccc2)[nH]n1)=NO,"[13, 14]",CC1Cc2cc(-c3ccccc3)[nH][n]2->[Ni]2(<-[N]=1O)[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,CC1Cc2cc(-c3ccccc3)[nH][n]2->[Ni]2(<-[N]=1O)[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
4093,15946,COc1ccc(-c2cc(CC(C)=NO)n[nH]2)cc1,"[12, 14]",COc1ccc(-c2cc3CC(C)=[N](O)->[Ni]4(<-[n]3[nH]2)[O]C(=O)C(c2ccccc2)[N]4c2ccccc2)cc1,COc1ccc(-c2cc3CC(C)=[N](O)->[Ni]4(<-[n]3[nH]2)[O]C(=O)N(c2ccccc2)[CH]4c2ccccc2)cc1
4094,15958,CC1=C(C)C2C(c3ccccn3)C(C(=O)c3ccccc3)C1P2c1ccccc1,"[11, 12]",CC1=C(C)C2C3c4cccc[n]4->[Ni]4(<-[P]2(c2ccccc2)C1C3C(=O)c1ccccc1)[O]C(=O)C(c1ccccc1)[N]4c1ccccc1,CC1=C(C)C2C3c4cccc[n]4->[Ni]4(<-[P]2(c2ccccc2)C1C3C(=O)c1ccccc1)[O]C(=O)N(c1ccccc1)[CH]4c1ccccc1
4095,15959,CC(C)P(CB(CP(C(C)C)C(C)C)c1ccccc1)C(C)C,"[3, 7]",CC(C)[P]1(CB(C[P](C(C)C)(C(C)C)->[Ni]<-12[O]C(=O)C(c1ccccc1)[N]2c1ccccc1)c1ccccc1)C(C)C,CC(C)[P]1(CB(C[P](C(C)C)(C(C)C)->[Ni]<-12[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1)c1ccccc1)C(C)C
4096,15959,[CH2-]P(C(C)C)C(C)C,"[0, 1]",CC(C)[P]1([CH2][Ni]<-12[O]C(=O)C(c1ccccc1)[N]2c1ccccc1)C(C)C,CC(C)[P]1([CH2][Ni]<-12[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1)C(C)C
4097,15960,Fc1c(F)c(F)c(N=C(N=C([N-]c2c(F)c(F)c(F)c(F)c2F)C(F)(F)F)C(F)(F)F)c(F)c1F,"[0, 4]",O=C1[O][Ni]2([N](C(=NC(=[N]->2c2c(F)c(F)c(F)c(F)c2F)C(F)(F)F)C(F)(F)F)c2c(F)c(F)c(F)c(F)c2F)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2([N](C(=NC(=[N]->2c2c(F)c(F)c(F)c(F)c2F)C(F)(F)F)C(F)(F)F)c2c(F)c(F)c(F)c(F)c2F)[CH](c2ccccc2)N1c1ccccc1
4098,15962,OCP(CO)CCP(CO)CO,"[2, 7]",O=C1[O][Ni]2(<-[P](CO)(CO)CC[P]->2(CO)CO)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[P](CO)(CO)CC[P]->2(CO)CO)[CH](c2ccccc2)N1c1ccccc1
4099,15971,Cc1ccc(Nc2ccc(C)cc2-n2ccc(C)n2)c(-n2ccc(C)n2)c1,"[5, 18]",Cc1ccc([NH]2c3ccc(C)cc3-n3ccc(C)[n]3->[Ni]<-23[O]C(=O)C(c2ccccc2)[N]3c2ccccc2)c(-n2ccc(C)n2)c1,Cc1ccc([NH]2c3ccc(C)cc3-n3ccc(C)[n]3->[Ni]<-23[O]C(=O)N(c2ccccc2)[CH]3c2ccccc2)c(-n2ccc(C)n2)c1
4100,15972,Cc1ccc(Nc2ccc(C)cc2-n2ccc(C(C)C)n2)c(-n2ccc(C(C)C)n2)c1,"[5, 20]",Cc1ccc([NH]2c3ccc(C)cc3-n3ccc(C(C)C)[n]3->[Ni]<-23[O]C(=O)C(c2ccccc2)[N]3c2ccccc2)c(-n2ccc(C(C)C)n2)c1,Cc1ccc([NH]2c3ccc(C)cc3-n3ccc(C(C)C)[n]3->[Ni]<-23[O]C(=O)N(c2ccccc2)[CH]3c2ccccc2)c(-n2ccc(C(C)C)n2)c1
4101,15978,ClC1=C(Cl)N(Cc2ccccc2)[C]N1CCSCCN1[C]N(Cc2ccccc2)C(Cl)=C1Cl,"[12, 13]",O=C1[O][Ni]2([CH]3N(CCSCCN4C(Cl)=C(Cl)N(Cc5ccccc5)[CH]42)C(Cl)=C(Cl)N3Cc2ccccc2)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2([CH]3N(CCSCCN4C(Cl)=C(Cl)N(Cc5ccccc5)[CH]42)C(Cl)=C(Cl)N3Cc2ccccc2)[CH](c2ccccc2)N1c1ccccc1
4102,15996,Nn1c(=O)cn[nH]c1=S,"[6, 7]",O=C1[O][Ni]2(<-[NH2]n3c(=O)cn[nH]c3=[S]->2)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[NH2]n3c(=O)cn[nH]c3=[S]->2)[CH](c2ccccc2)N1c1ccccc1
4103,15998,c1nc(-c2cscn2)cs1,"[0, 9]",O=C1[O][Ni]2(<-[n]3cscc3-c3csc[n]->23)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[n]3cscc3-c3csc[n]->23)[CH](c2ccccc2)N1c1ccccc1
4104,16029,CC12CC3(C)OC(C)(CC(C)(O1)P3COP(c1ccccc1)c1ccccc1)O2,"[12, 15]",CC12CC3(C)OC(C)(CC(C)(O1)[P]31CO[P](c3ccccc3)(c3ccccc3)->[Ni]<-13[O]C(=O)C(c1ccccc1)[N]3c1ccccc1)O2,CC12CC3(C)OC(C)(CC(C)(O1)[P]31CO[P](c3ccccc3)(c3ccccc3)->[Ni]<-13[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1)O2
4105,16030,CC(C)P(OCP1C2(C)CC3(C)OC(C)(CC1(C)O3)O2)C(C)C,"[3, 6]",CC(C)[P]1(OC[P]2(->[Ni]<-13[O]C(=O)C(c1ccccc1)[N]3c1ccccc1)C1(C)CC3(C)OC(C)(CC2(C)O3)O1)C(C)C,CC(C)[P]1(OC[P]2(->[Ni]<-13[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1)C1(C)CC3(C)OC(C)(CC2(C)O3)O1)C(C)C
4106,16031,Fc1c(F)c(F)c(C(=C2C=CC=N2)c2ccc[n-]2)c(F)c1F,"[12, 13]",O=C1[O][Ni]2([n]3cccc3C(=C3C=CC=[N]->23)c2c(F)c(F)c(F)c(F)c2F)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2([n]3cccc3C(=C3C=CC=[N]->23)c2c(F)c(F)c(F)c(F)c2F)[CH](c2ccccc2)N1c1ccccc1
4107,16032,CS(=O)(=O)[N-]S(C)(=O)=O,"[0, 4]",CS(=O)(=O)[N]1S(C)(=O)=[O]->[Ni]12[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,CS(=O)(=O)[N]1S(C)(=O)=[O]->[Ni]12[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
4108,16038,CC1=CC=CC(=C([Si](C)(C)C)[Si](C)(C)C)[N-]1,"[6, 15]",CC1=CC=CC2=[C]([Si](C)(C)C)([Si](C)(C)C)->[Ni]3([N]12)[O]C(=O)C(c1ccccc1)[N]3c1ccccc1,CC1=CC=CC2=[C]([Si](C)(C)C)([Si](C)(C)C)->[Ni]3([N]12)[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1
4109,16041,Cc1cccc([C-](->[Hg+2]<-[C-](c2cccc(C)n2)([Si](C)(C)C)[Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)n1,"[6, 8]",Cc1cccc([C]2(->[Hg+2]<-[C](c3cccc(C)n3)([Si](C)(C)C)([Si](C)(C)C)[Ni]23[O]C(=O)C(c2ccccc2)[N]3c2ccccc2)([Si](C)(C)C)[Si](C)(C)C)n1,Cc1cccc([C]2(->[Hg+2]<-[C](c3cccc(C)n3)([Si](C)(C)C)([Si](C)(C)C)[Ni]23[O]C(=O)N(c2ccccc2)[CH]3c2ccccc2)([Si](C)(C)C)[Si](C)(C)C)n1
4110,16042,Cc1cccc([C-](->[Hg+2]<-[Cl-])([Si](C)(C)C)[Si](C)(C)C)n1,"[6, 8]",Cc1cccc([C]2(->[Hg+2]<-[Cl][Ni]23[O]C(=O)C(c2ccccc2)[N]3c2ccccc2)([Si](C)(C)C)[Si](C)(C)C)n1,Cc1cccc([C]2(->[Hg+2]<-[Cl][Ni]23[O]C(=O)N(c2ccccc2)[CH]3c2ccccc2)([Si](C)(C)C)[Si](C)(C)C)n1
4111,16043,C[Si](C)(C)[C-](->[Hg+2]<-[Cl-])(c1ccccn1)[Si](C)(C)C,"[4, 6]",C[Si](C)(C)[C]1(->[Hg+2]<-[Cl][Ni]12[O]C(=O)C(c1ccccc1)[N]2c1ccccc1)(c1ccccn1)[Si](C)(C)C,C[Si](C)(C)[C]1(->[Hg+2]<-[Cl][Ni]12[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1)(c1ccccn1)[Si](C)(C)C
4112,16051,O=S(=O)([N-]S(=O)(=O)c1ccc(F)cc1)c1ccc(F)cc1,"[10, 13]",O=C1[O][Ni]2(<-[O]=S(=O)(c3ccc(F)cc3)[N]2S(=O)(=O)c2ccc(F)cc2)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[O]=S(=O)(c3ccc(F)cc3)[N]2S(=O)(=O)c2ccc(F)cc2)[CH](c2ccccc2)N1c1ccccc1
4113,16063,Cc1ccccc1[N-]c1ccccc1N(C)C,"[7, 14]",Cc1ccccc1[N]1c2ccccc2[N](C)(C)->[Ni]12[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,Cc1ccccc1[N]1c2ccccc2[N](C)(C)->[Ni]12[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
4114,16064,CN(C)c1ccccc1[N-]c1ccccc1,"[1, 9]",C[N]1(C)c2ccccc2[N](c2ccccc2)[Ni]<-12[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,C[N]1(C)c2ccccc2[N](c2ccccc2)[Ni]<-12[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
4115,16065,CN(C)c1ccccc1[N-]c1ccccc1-c1ccccc1,"[1, 9]",C[N]1(C)c2ccccc2[N](c2ccccc2-c2ccccc2)[Ni]<-12[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,C[N]1(C)c2ccccc2[N](c2ccccc2-c2ccccc2)[Ni]<-12[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
4116,16066,CCS(=O)(=O)c1ccc[c-]c1N=Nc1ccc(C)cc1,"[9, 10]",CCS(=O)(=O)c1ccc[c]2[Ni]3(<-[N](=Nc12)c1ccc(C)cc1)[O]C(=O)C(c1ccccc1)[N]3c1ccccc1,CCS(=O)(=O)c1ccc[c]2[Ni]3(<-[N](=Nc12)c1ccc(C)cc1)[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1
4117,16073,COc1ccccc1,"[6, 7]",COc1ccc[cH]2->[Ni]3(<-[cH]12)[O]C(=O)C(c1ccccc1)[N]3c1ccccc1,COc1ccc[cH]2->[Ni]3(<-[cH]12)[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1
4118,16074,CC(C)P(OCCCOP(C(C)C)C(C)C)C(C)C,"[3, 9]",CC(C)[P]1(OCCCO[P](C(C)C)(C(C)C)->[Ni]<-12[O]C(=O)C(c1ccccc1)[N]2c1ccccc1)C(C)C,CC(C)[P]1(OCCCO[P](C(C)C)(C(C)C)->[Ni]<-12[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1)C(C)C
4119,16077,C1=C[N-]C(=C2N=c3ccccc3=N2)C=C1,"[0, 14]",O=C1[O][Ni]2([N]3C=CC=CC3=C3N=c4ccccc4=[N]->23)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2([N]3C=CC=CC3=C3N=c4ccccc4=[N]->23)[CH](c2ccccc2)N1c1ccccc1
4120,16086,Clc1ccc2[nH]c(=NN=Cc3ccccn3)c3c4ccccc4[nH]c3c2c1,"[0, 7]",O=C1[O][Ni]2(<-[N](=Cc3cccc[n]->23)N=c2[nH]c3ccc(Cl)cc3c3[nH]c4ccccc4c23)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[N](=Cc3cccc[n]->23)N=c2[nH]c3ccc(Cl)cc3c3[nH]c4ccccc4c23)[CH](c2ccccc2)N1c1ccccc1
4121,16087,CC(=NN=c1[nH]c2ccc(Cl)cc2c2[nH]c3ccccc3c12)c1ccccn1,"[7, 8]",CC1c2cccc[n]2->[Ni]2(<-[N]=1N=c1[nH]c3ccc(Cl)cc3c3[nH]c4ccccc4c13)[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,CC1c2cccc[n]2->[Ni]2(<-[N]=1N=c1[nH]c3ccc(Cl)cc3c3[nH]c4ccccc4c13)[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
4122,16090,COc1c[c-]c(-c2ccccn2)cc1,"[11, 12]",COc1ccc2-c3cccc[n]3->[Ni]3([c]2c1)[O]C(=O)C(c1ccccc1)[N]3c1ccccc1,COc1ccc2-c3cccc[n]3->[Ni]3([c]2c1)[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1
4123,16092,CN(C)C(=S)N=C([O-])N(C)C,"[6, 7]",CN(C)C1=NC(=[S]->[Ni]2([O]1)[O]C(=O)C(c1ccccc1)[N]2c1ccccc1)N(C)C,CN(C)C1=NC(=[S]->[Ni]2([O]1)[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1)N(C)C
4124,16093,CN(C)C(=S)N=C([S-])N(C)C,"[6, 7]",CN(C)C1=NC(=[S]->[Ni]2([S]1)[O]C(=O)C(c1ccccc1)[N]2c1ccccc1)N(C)C,CN(C)C1=NC(=[S]->[Ni]2([S]1)[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1)N(C)C
4125,16108,CCN(CC)C(=S)N=C([O-])c1ccccc1Cl,"[8, 9]",CCN(CC)C1N=C([O][Ni]2(<-[S]=1)[O]C(=O)C(c1ccccc1)[N]2c1ccccc1)c1ccccc1Cl,CCN(CC)C1N=C([O][Ni]2(<-[S]=1)[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1)c1ccccc1Cl
4126,16114,S=C1SCCN1C1=NCCS1,"[0, 7]",O=C1[O][Ni]2(<-[S]=C3SCCN3C3=[N]->2CCS3)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[S]=C3SCCN3C3=[N]->2CCS3)[CH](c2ccccc2)N1c1ccccc1
4127,16117,Cc1ccc(N=Nc2c(C)nn(C(C)C)c2[O-])cc1,"[5, 16]",Cc1ccc([N]2=Nc3c(C)nn(C(C)C)c3[O][Ni]<-23[O]C(=O)C(c2ccccc2)[N]3c2ccccc2)cc1,Cc1ccc([N]2=Nc3c(C)nn(C(C)C)c3[O][Ni]<-23[O]C(=O)N(c2ccccc2)[CH]3c2ccccc2)cc1
4128,16118,CC1=NN(C(C)C)C(=S)C1=N[N-]c1ccc(C)cc1,"[8, 9]",CC1=NN(C(C)C)C2=[S]->[Ni]3([N](N=C12)c1ccc(C)cc1)[O]C(=O)C(c1ccccc1)[N]3c1ccccc1,CC1=NN(C(C)C)C2=[S]->[Ni]3([N](N=C12)c1ccc(C)cc1)[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1
4129,16121,c1ccc([C-]2(->[Hg+2]<-[C-]3(c4ccccc4)CC3)CC2)cc1,"[4, 6]",O=C1[O][Ni]2([C]3(->[Hg+2]<-[C]24(c2ccccc2)CC4)(c2ccccc2)CC3)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2([C]3(->[Hg+2]<-[C]24(c2ccccc2)CC4)(c2ccccc2)CC3)[CH](c2ccccc2)N1c1ccccc1
4130,16129,CSC(CCOP(c1ccccc1)c1ccccc1)c1ccccc1N(C)C,"[13, 26]",CN(C)c1ccccc1C1CCO[P](c2ccccc2)(c2ccccc2)->[Ni]2(<-[S]1C)[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,CN(C)c1ccccc1C1CCO[P](c2ccccc2)(c2ccccc2)->[Ni]2(<-[S]1C)[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
4131,16133,O=C(c1cc(-c2cccc[c-]2->[Hg+2]<-[Cl-])nc2ccccc12)N1CCOCC1,"[10, 12]",O=C1[O][Ni]2([Cl]->[Hg+2]<-[c]->23ccccc3-c2cc(C(=O)N3CCOCC3)c3ccccc3n2)[N](c2ccccc2)C1c1ccccc1,O=C(c1cc(-c2cccc[c]23->[Hg+2]<-[Cl][Ni]<-32[O]C(=O)N(c3ccccc3)[CH]2c2ccccc2)nc2ccccc12)N1CCOCC1
4132,16137,COc1c[c-]c(-c2cnccn2)cc1,"[11, 12]",COc1ccc2-c3cncc[n]3->[Ni]3([c]2c1)[O]C(=O)C(c1ccccc1)[N]3c1ccccc1,COc1ccc2-c3cncc[n]3->[Ni]3([c]2c1)[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1
4133,16143,c1ccc2[nH]c(CSCc3nc4ccccc4[nH]3)nc2c1,"[0, 13]",O=C1[O][Ni]2(<-[n]3c(CSCc4[nH]c5ccccc5[n]->24)[nH]c2ccccc23)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[n]3c(CSCc4[nH]c5ccccc5[n]->24)[nH]c2ccccc23)[CH](c2ccccc2)N1c1ccccc1
