,ligand_ID,ligands,bind_site,smiles_0,smiles_1
801,2705,C(#Cc1ccccc1)c1ccccc1,"[0, 7]",O=C1[O][Ni]2(<-[C](c3ccccc3)#[C]->2c2ccccc2)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[C](c3ccccc3)#[C]->2c2ccccc2)[CH](c2ccccc2)N1c1ccccc1
802,2706,Oc1ccccc1N=Cc1c[nH]cn1,"[7, 13]",O=C1[O][Ni]2(<-[N](=Cc3c[nH]c[n]->23)c2ccccc2O)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[N](=Cc3c[nH]c[n]->23)c2ccccc2O)[CH](c2ccccc2)N1c1ccccc1
803,2721,c1ccc(P(OP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,"[0, 2]",O=C1[O][Ni]2(<-[P](O[P]->2(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[P](O[P]->2(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)[CH](c2ccccc2)N1c1ccccc1
804,2731,[N-]=C(C(=[N-])c1ccccc1)c1ccccc1,"[0, 3]",O=C1[O][Ni]2([N]=C(c3ccccc3)C(c3ccccc3)=[N]2)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2([N]=C(c3ccccc3)C(c3ccccc3)=[N]2)[CH](c2ccccc2)N1c1ccccc1
805,2732,Cc1ccc(C(=[N-])C(=[N-])c2ccc(C)cc2)cc1,"[6, 7]",Cc1ccc(C2=[N][Ni]3([N]=C2c2ccc(C)cc2)[O]C(=O)C(c2ccccc2)[N]3c2ccccc2)cc1,Cc1ccc(C2=[N][Ni]3([N]=C2c2ccc(C)cc2)[O]C(=O)N(c2ccccc2)[CH]3c2ccccc2)cc1
806,2736,CC(C)N=C([O-])C(C)(C)C,"[3, 5]",CC(C)[N]1=C([O][Ni]<-12[O]C(=O)C(c1ccccc1)[N]2c1ccccc1)C(C)(C)C,CC(C)[N]1=C([O][Ni]<-12[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1)C(C)(C)C
807,2738,[Cl-]->[Hg+2]<-[c-]1c2ccccc2cc2ccccc21,"[0, 2]",O=C1[O][Ni]2([Cl]->[Hg+2]<-[c]->23c2ccccc2cc2ccccc23)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2([Cl]->[Hg+2]<-[c]->23c2ccccc2cc2ccccc23)[CH](c2ccccc2)N1c1ccccc1
808,2739,[CH2-]C12CCC(C1)C(C)(C)C2=NOC,"[2, 5]",CO[N]1=C2C3([CH2][Ni]<-14[O]C(=O)C(c1ccccc1)[N]4c1ccccc1)CCC(C3)C2(C)C,CO[N]1=C2C3([CH2][Ni]<-14[O]C(=O)N(c1ccccc1)[CH]4c1ccccc1)CCC(C3)C2(C)C
809,2742,O=[N+]([O-])c1ccc(-c2[c-]cccc2)nc1,"[12, 13]",O=C1[O][Ni]2([c]3ccccc3-c3ccc([N+](=O)[O-])c[n]->23)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2([c]3ccccc3-c3ccc([N+](=O)[O-])c[n]->23)[CH](c2ccccc2)N1c1ccccc1
810,2748,Cc1ccc(CN(P(c2ccccc2)c2ccccc2)P(c2ccccc2)c2ccccc2)cc1,"[7, 20]",Cc1ccc(CN2[P](c3ccccc3)(c3ccccc3)->[Ni]3(<-[P]2(c2ccccc2)c2ccccc2)[O]C(=O)C(c2ccccc2)[N]3c2ccccc2)cc1,Cc1ccc(CN2[P](c3ccccc3)(c3ccccc3)->[Ni]3(<-[P]2(c2ccccc2)c2ccccc2)[O]C(=O)N(c2ccccc2)[CH]3c2ccccc2)cc1
811,2757,C=Cc1ccccc1,"[0, 1]",O=C1[O][Ni]2(<-[CH2]=[CH]->2c2ccccc2)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[CH2]=[CH]->2c2ccccc2)[CH](c2ccccc2)N1c1ccccc1
812,2761,Clc1c[c-]c(-c2nc3ccccc3s2)cc1,"[0, 15]",O=C1[O][Ni]2([c]3cc(Cl)ccc3-c3sc4ccccc4[n]->23)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2([c]3cc(Cl)ccc3-c3sc4ccccc4[n]->23)[CH](c2ccccc2)N1c1ccccc1
813,2763,CC(C)P(c1ccccc1-c1cccc(-c2ccccc2P(C(C)C)C(C)C)c1)C(C)C,"[3, 21]",CC(C)[P]1(c2ccccc2-c2cccc(-c3ccccc3[P](C(C)C)(C(C)C)->[Ni]<-13[O]C(=O)C(c1ccccc1)[N]3c1ccccc1)c2)C(C)C,CC(C)[P]1(c2ccccc2-c2cccc(-c3ccccc3[P](C(C)C)(C(C)C)->[Ni]<-13[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1)c2)C(C)C
814,2767,CCCP(CCC)CCP(CCC)CCC,"[3, 9]",CCC[P]1(CCC)CC[P](CCC)(CCC)->[Ni]<-12[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,CCC[P]1(CCC)CC[P](CCC)(CCC)->[Ni]<-12[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
815,2773,CNC(=C(N(C)C=O)P(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1,"[8, 21]",CNC1=C(N(C)C=O)[P](c2ccccc2)(c2ccccc2)->[Ni]2(<-[P]1(c1ccccc1)c1ccccc1)[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,CNC1=C(N(C)C=O)[P](c2ccccc2)(c2ccccc2)->[Ni]2(<-[P]1(c1ccccc1)c1ccccc1)[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
816,2774,Cn1c(P(c2ccccc2)c2ccccc2)c(P(c2ccccc2)c2ccccc2)n(C)c1=O,"[3, 16]",Cn1c2[P](c3ccccc3)(c3ccccc3)->[Ni]3(<-[P](c4ccccc4)(c4ccccc4)c2n(C)c1=O)[O]C(=O)C(c1ccccc1)[N]3c1ccccc1,Cn1c2[P](c3ccccc3)(c3ccccc3)->[Ni]3(<-[P](c4ccccc4)(c4ccccc4)c2n(C)c1=O)[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1
817,2775,NC(=O)NC(N)=O,"[5, 6]",NC1NC(N)=[O]->[Ni]2(<-[O]=1)[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,NC1NC(N)=[O]->[Ni]2(<-[O]=1)[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
818,2777,c1ccc(N=N[N-]c2ccccc2)cc1,"[0, 2]",O=C1[O][Ni]2([N](N=[N]->2c2ccccc2)c2ccccc2)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2([N](N=[N]->2c2ccccc2)c2ccccc2)[CH](c2ccccc2)N1c1ccccc1
819,2780,C(=C(OP(c1ccccc1)c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1,"[0, 4]",O=C1[O][Ni]2(<-[P](C=C(O[P]->2(c2ccccc2)c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[P](C=C(O[P]->2(c2ccccc2)c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)[CH](c2ccccc2)N1c1ccccc1
820,2781,CN1[C]N(c2[c-]cc(-n3cc[n+](C)c3)cc2)C=C1,"[16, 17]",CN1C=CN2c3ccc(-n4cc[n+](C)c4)c[c]3[Ni]3([O]C(=O)C(c4ccccc4)[N]3c3ccccc3)[CH]12,CN1C=CN2c3ccc(-n4cc[n+](C)c4)c[c]3[Ni]3([O]C(=O)N(c4ccccc4)[CH]3c3ccccc3)[CH]12
821,2782,O=[N+]([O-])c1ccccc1C=CC=NCCN=CC=Cc1ccccc1[N+](=O)[O-],"[12, 15]",O=C1[O][Ni]2(<-[N](=CC=Cc3ccccc3[N+](=O)[O-])CC[N]->2=CC=Cc2ccccc2[N+](=O)[O-])[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[N](=CC=Cc3ccccc3[N+](=O)[O-])CC[N]->2=CC=Cc2ccccc2[N+](=O)[O-])[CH](c2ccccc2)N1c1ccccc1
822,2784,O=C([N-]c1ccccn1)c1ccccn1,"[7, 8]",O=C1[O][Ni]2([N](C(=O)c3cccc[n]->23)c2ccccn2)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2([N](C(=O)c3cccc[n]->23)c2ccccn2)[CH](c2ccccc2)N1c1ccccc1
823,2790,Cc1nc2nc(N)nc([O-])c2nc1C,"[9, 10]",Cc1nc2nc(N)nc3[O][Ni]4(<-[n](c1C)c32)[O]C(=O)C(c1ccccc1)[N]4c1ccccc1,Cc1nc2nc(N)nc3[O][Ni]4(<-[n](c1C)c32)[O]C(=O)N(c1ccccc1)[CH]4c1ccccc1
824,2793,CC(C)C1COC(c2[c-]cccc2)=N1,"[12, 13]",CC(C)C1COC2c3cccc[c]3[Ni]3(<-[N]=21)[O]C(=O)C(c1ccccc1)[N]3c1ccccc1,CC(C)C1COC2c3cccc[c]3[Ni]3(<-[N]=21)[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1
825,2796,NCCN=Cc1[c-]cccc1,"[3, 10]",NCC[N]1=Cc2cccc[c]2[Ni]<-12[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,NCC[N]1=Cc2cccc[c]2[Ni]<-12[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
826,2797,Cc1cccc(-c2cccc(C)n2)n1,"[12, 13]",Cc1cccc2-c3cccc(C)[n]3->[Ni]3(<-[n]12)[O]C(=O)C(c1ccccc1)[N]3c1ccccc1,Cc1cccc2-c3cccc(C)[n]3->[Ni]3(<-[n]12)[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1
827,2797,O=C([O-])C(=O)c1ccccc1,"[0, 4]",O=C1[O][Ni]2(<-[O]=C1c1ccccc1)[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,O=C1[O][Ni]2(<-[O]=C1c1ccccc1)[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
828,2799,c1ccc(-c2cc(-c3ccccc3)n(C(c3ccccn3)n3nc(-c4ccccc4)cc3-c3ccccc3)n2)cc1,"[0, 40]",O=C1[O][Ni]2(<-[n]3c(-c4ccccc4)cc(-c4ccccc4)n3C(c3ccccn3)n3c(-c4ccccc4)cc(-c4ccccc4)[n]->23)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[n]3c(-c4ccccc4)cc(-c4ccccc4)n3C(c3ccccn3)n3c(-c4ccccc4)cc(-c4ccccc4)[n]->23)[CH](c2ccccc2)N1c1ccccc1
829,2801,CC(=O)CC(P(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1,"[5, 18]",CC(=O)CC1[P](c2ccccc2)(c2ccccc2)->[Ni]2(<-[P]1(c1ccccc1)c1ccccc1)[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,CC(=O)CC1[P](c2ccccc2)(c2ccccc2)->[Ni]2(<-[P]1(c1ccccc1)c1ccccc1)[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
830,2802,CCOC(=O)CC(P(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1,"[7, 20]",CCOC(=O)CC1[P](c2ccccc2)(c2ccccc2)->[Ni]2(<-[P]1(c1ccccc1)c1ccccc1)[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,CCOC(=O)CC1[P](c2ccccc2)(c2ccccc2)->[Ni]2(<-[P]1(c1ccccc1)c1ccccc1)[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
831,2807,CC(=N)[O-],"[2, 3]",CC1=[NH]->[Ni]2([O]1)[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,CC1=[NH]->[Ni]2([O]1)[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
832,2811,c1ccc(-c2cc[nH]n2)nc1,"[0, 10]",O=C1[O][Ni]2(<-[n]3ccccc3-c3cc[nH][n]->23)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[n]3ccccc3-c3cc[nH][n]->23)[CH](c2ccccc2)N1c1ccccc1
833,2820,CC(C)(C)c1cc(C(C)(C)C)c2c(c1[O-])N=CCS2,"[14, 15]",CC(C)(C)c1cc(C(C)(C)C)c2c3c1[O][Ni]1(<-[N]3=CCS2)[O]C(=O)C(c2ccccc2)[N]1c1ccccc1,CC(C)(C)c1cc(C(C)(C)C)c2c3c1[O][Ni]1(<-[N]3=CCS2)[O]C(=O)N(c2ccccc2)[CH]1c1ccccc1
834,2821,CN(C)C(=NC1CCCCC1)[N-]C1CCCCC1,"[4, 11]",CN(C)C1[N](C2CCCCC2)[Ni]2(<-[N]=1C1CCCCC1)[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,CN(C)C1[N](C2CCCCC2)[Ni]2(<-[N]=1C1CCCCC1)[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
835,2830,CC(c1ccccc1)N(P(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1,"[9, 22]",CC(c1ccccc1)N1[P](c2ccccc2)(c2ccccc2)->[Ni]2(<-[P]1(c1ccccc1)c1ccccc1)[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,CC(c1ccccc1)N1[P](c2ccccc2)(c2ccccc2)->[Ni]2(<-[P]1(c1ccccc1)c1ccccc1)[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
836,2833,COC(=O)C([S-])=C(SC)C(=O)OC,"[5, 6]",COC(=O)C1[S][Ni]2(<-[S](C)C=1C(=O)OC)[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,COC(=O)C1[S][Ni]2(<-[S](C)C=1C(=O)OC)[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
837,2834,C=C(C)C[N-]C(=O)c1nccc2ccccc12,"[4, 16]",C=C(C)C[N]1C(=O)c2c3ccccc3cc[n]2->[Ni]12[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,C=C(C)C[N]1C(=O)c2c3ccccc3cc[n]2->[Ni]12[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
838,2838,COC(=O)C([S-])=C(SC[Si](C)(C)C)C(=O)OC,"[5, 6]",COC(=O)C1[S][Ni]2(<-[S](C[Si](C)(C)C)C=1C(=O)OC)[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,COC(=O)C1[S][Ni]2(<-[S](C[Si](C)(C)C)C=1C(=O)OC)[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
839,2839,Cc1c2c(nn1-c1ccccn1)CCCC2,"[4, 5]",Cc1c2c([n]3->[Ni]4(<-[n]5ccccc5-n13)[O]C(=O)C(c1ccccc1)[N]4c1ccccc1)CCCC2,Cc1c2c([n]3->[Ni]4(<-[n]5ccccc5-n13)[O]C(=O)N(c1ccccc1)[CH]4c1ccccc1)CCCC2
840,2840,CCOC(=O)CSC(C(=O)OC)=C([S-])C(=O)OC,"[6, 13]",CCOC(=O)C[S]1C(C(=O)OC)=C([S][Ni]<-12[O]C(=O)C(c1ccccc1)[N]2c1ccccc1)C(=O)OC,CCOC(=O)C[S]1C(C(=O)OC)=C([S][Ni]<-12[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1)C(=O)OC
841,2841,COC(=O)C(=C[S-])SC,"[6, 7]",COC(=O)C1=C[S][Ni]2(<-[S]1C)[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,COC(=O)C1=C[S][Ni]2(<-[S]1C)[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
842,2844,CSC(C#N)=C([S-])C#N,"[1, 8]",C[S]1C(C#N)=C(C#N)[S][Ni]<-12[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,C[S]1C(C#N)=C(C#N)[S][Ni]<-12[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
843,2845,CSC(=C([S-])c1ccccc1)c1ccccc1,"[1, 4]",C[S]1C(=C([S][Ni]<-12[O]C(=O)C(c1ccccc1)[N]2c1ccccc1)c1ccccc1)c1ccccc1,C[S]1C(=C([S][Ni]<-12[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1)c1ccccc1)c1ccccc1
844,2847,c1ccc2nc(C3=NCCO3)ccc2c1,"[0, 11]",O=C1[O][Ni]2(<-[N]3=C(c4ccc5ccccc5[n]->24)OCC3)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[N]3=C(c4ccc5ccccc5[n]->24)OCC3)[CH](c2ccccc2)N1c1ccccc1
845,2852,[CH2-]c1ccccc1N(C)C,"[0, 7]",C[N]1(C)c2ccccc2[CH2][Ni]<-12[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,C[N]1(C)c2ccccc2[CH2][Ni]<-12[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
846,2855,O=P([O-])(O)CP(=O)([O-])O,"[0, 8]",O=C1[O][Ni]2([O]P(=O)(O)CP(=O)(O)[O]2)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2([O]P(=O)(O)CP(=O)(O)[O]2)[CH](c2ccccc2)N1c1ccccc1
847,2856,c1cc2cc(c1)CSCCSCc1cccc(c1)CSCCSC2,"[0, 3]",O=C1[O][Ni]2(<-[S]3CC[S]->2Cc2cccc(c2)CSCCSCc2cccc(c2)C3)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[S]3CC[S]->2Cc2cccc(c2)CSCCSCc2cccc(c2)C3)[CH](c2ccccc2)N1c1ccccc1
848,2864,O=C([N-]Cc1ccccn1)c1ccccn1,"[7, 8]",O=C1[O][Ni]2([N](Cc3ccccn3)C(=O)c3cccc[n]->23)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2([N](Cc3ccccn3)C(=O)c3cccc[n]->23)[CH](c2ccccc2)N1c1ccccc1
849,2873,F[C-](F)C(F)(F)[C-](F)C(F)(F)F,"[0, 6]",O=C1[O][Ni]2([N](c3ccccc3)C1c1ccccc1)[C](F)(F)C(F)(F)[C]2(F)C(F)(F)F,O=C1[O][Ni]2([CH](c3ccccc3)N1c1ccccc1)[C](F)(F)C(F)(F)[C]2(F)C(F)(F)F
850,2880,O=C([N-]C(=S)Nc1cccc(F)c1)c1ccc(Cl)cc1Cl,"[0, 10]",O=C1[O][Ni]2(<-[S]=C(Nc3cccc(F)c3)[N]2C(=O)c2ccc(Cl)cc2Cl)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[S]=C(Nc3cccc(F)c3)[N]2C(=O)c2ccc(Cl)cc2Cl)[CH](c2ccccc2)N1c1ccccc1
851,2888,NCCNc1cccc2ccccc12,"[0, 3]",O=C1[O][Ni]2(<-[NH2]CC[NH]->2c2cccc3ccccc23)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[NH2]CC[NH]->2c2cccc3ccccc23)[CH](c2ccccc2)N1c1ccccc1
852,2890,CCCCCCCCNCCNc1ccccc1,"[8, 11]",CCCCCCCC[NH]1CC[NH](c2ccccc2)->[Ni]<-12[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,CCCCCCCC[NH]1CC[NH](c2ccccc2)->[Ni]<-12[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
853,2892,Cn1ccnc1C(=O)c1nccn1C,"[4, 5]",Cn1cc[n]2->[Ni]3(<-[n]4ccn(C)c4C(=O)c12)[O]C(=O)C(c1ccccc1)[N]3c1ccccc1,Cn1cc[n]2->[Ni]3(<-[n]4ccn(C)c4C(=O)c12)[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1
854,2894,[C]1Nc2ccccc2N1c1ccccn1,"[0, 14]",O=C1[O][Ni]2([CH]3Nc4ccccc4N3c3cccc[n]->23)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2([CH]3Nc4ccccc4N3c3cccc[n]->23)[CH](c2ccccc2)N1c1ccccc1
855,2897,N#C[CH-]CC[CH-]C#N,"[2, 5]",N#C[CH]1CC[CH](C#N)[Ni]12[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,N#C[CH]1CC[CH](C#N)[Ni]12[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
856,2900,COC(=O)[C-](Cc1ccccn1)C(=O)OC,"[4, 11]",COC(=O)[C]1(Cc2cccc[n]2->[Ni]12[O]C(=O)C(c1ccccc1)[N]2c1ccccc1)C(=O)OC,COC(=O)[C]1(Cc2cccc[n]2->[Ni]12[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1)C(=O)OC
857,2902,c1ccc2[n-]c(-c3nc4ccccc4[n-]3)nc2c1,"[0, 10]",O=C1[O][Ni]2([N](c3ccccc3)C1c1ccccc1)[n]1c(nc3ccccc31)-c1nc3ccccc3[n]12,O=C1[O][Ni]2([CH](c3ccccc3)N1c1ccccc1)[n]1c(nc3ccccc31)-c1nc3ccccc3[n]12
858,2903,COc1ccc(-c2ccc([O-])c(C3=NC(C)(C)CO3)c2)cc1,"[10, 11]",COc1ccc(-c2ccc3[O][Ni]4(<-[N]5=C(c3c2)OCC5(C)C)[O]C(=O)C(c2ccccc2)[N]4c2ccccc2)cc1,COc1ccc(-c2ccc3[O][Ni]4(<-[N]5=C(c3c2)OCC5(C)C)[O]C(=O)N(c2ccccc2)[CH]4c2ccccc2)cc1
859,2904,CC1(C)COC(c2cc(-c3ccc(F)cc3F)ccc2[O-])=N1,"[20, 21]",CC1(C)COC2c3cc(-c4ccc(F)cc4F)ccc3[O][Ni]3(<-[N]=21)[O]C(=O)C(c1ccccc1)[N]3c1ccccc1,CC1(C)COC2c3cc(-c4ccc(F)cc4F)ccc3[O][Ni]3(<-[N]=21)[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1
860,2908,c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-n2c(P(c3ccccc3)c3ccccc3)nc3ccccc32)cc1,"[0, 25]",O=C1[O][Ni]2(<-[P](c3ccccc3)(c3ccccc3)c3ccc4ccccc4c3-n3c([P]->2(c2ccccc2)c2ccccc2)nc2ccccc23)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[P](c3ccccc3)(c3ccccc3)c3ccc4ccccc4c3-n3c([P]->2(c2ccccc2)c2ccccc2)nc2ccccc23)[CH](c2ccccc2)N1c1ccccc1
861,2909,C[n+]1c(P(c2ccccc2)c2ccccc2)n(-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)c2ccccc21,"[3, 16]",C[n+]1c2[P](c3ccccc3)(c3ccccc3)->[Ni]3(<-[P](c4ccccc4)(c4ccccc4)c4ccc5ccccc5c4-n2c2ccccc21)[O]C(=O)C(c1ccccc1)[N]3c1ccccc1,C[n+]1c2[P](c3ccccc3)(c3ccccc3)->[Ni]3(<-[P](c4ccccc4)(c4ccccc4)c4ccc5ccccc5c4-n2c2ccccc21)[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1
862,2916,c1ccc(C(c2ccccn2)c2ccccn2)cc1,"[0, 18]",O=C1[O][Ni]2(<-[n]3ccccc3C(c3ccccc3)c3cccc[n]->23)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[n]3ccccc3C(c3ccccc3)c3cccc[n]->23)[CH](c2ccccc2)N1c1ccccc1
863,2917,Clc1ccc(NC(=Nc2ccccn2)[N-]c2ccccn2)cc1,"[13, 14]",O=C1[O][Ni]2([N](C(=Nc3cccc[n]->23)Nc2ccc(Cl)cc2)c2ccccn2)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2([N](C(=Nc3cccc[n]->23)Nc2ccc(Cl)cc2)c2ccccn2)[CH](c2ccccc2)N1c1ccccc1
864,2918,c1ccc(P(Cc2cccc(CP(c3ccccc3)c3ccccc3)n2)c2ccccc2)cc1,"[0, 8]",O=C1[O][Ni]2(<-[P](Cc3cccc(C[P]->2(c2ccccc2)c2ccccc2)n3)(c2ccccc2)c2ccccc2)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[P](Cc3cccc(C[P]->2(c2ccccc2)c2ccccc2)n3)(c2ccccc2)c2ccccc2)[CH](c2ccccc2)N1c1ccccc1
865,2919,Brc1ccc(NC(=Nc2ccccn2)[N-]c2ccccn2)cc1,"[13, 14]",O=C1[O][Ni]2([N](C(=Nc3cccc[n]->23)Nc2ccc(Br)cc2)c2ccccn2)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2([N](C(=Nc3cccc[n]->23)Nc2ccc(Br)cc2)c2ccccn2)[CH](c2ccccc2)N1c1ccccc1
866,2920,Cc1cccc(N=C([N-]c2cccc(C)n2)Nc2ccc(Cl)cc2)n1,"[6, 15]",Cc1cccc([N]2C(=Nc3cccc(C)[n]3->[Ni]23[O]C(=O)C(c2ccccc2)[N]3c2ccccc2)Nc2ccc(Cl)cc2)n1,Cc1cccc([N]2C(=Nc3cccc(C)[n]3->[Ni]23[O]C(=O)N(c2ccccc2)[CH]3c2ccccc2)Nc2ccc(Cl)cc2)n1
867,2921,Cc1cccc(N=C([N-]c2cccc(C)n2)Nc2ccc(F)cc2)n1,"[6, 15]",Cc1cccc([N]2C(=Nc3cccc(C)[n]3->[Ni]23[O]C(=O)C(c2ccccc2)[N]3c2ccccc2)Nc2ccc(F)cc2)n1,Cc1cccc([N]2C(=Nc3cccc(C)[n]3->[Ni]23[O]C(=O)N(c2ccccc2)[CH]3c2ccccc2)Nc2ccc(F)cc2)n1
868,2923,COc1cccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)c1,"[14, 15]",COc1cccc(-c2nc3c4ccc[n]5->[Ni]6(<-[n]7cccc(c3[nH]2)c7c45)[O]C(=O)C(c2ccccc2)[N]6c2ccccc2)c1,COc1cccc(-c2nc3c4ccc[n]5->[Ni]6(<-[n]7cccc(c3[nH]2)c7c45)[O]C(=O)N(c2ccccc2)[CH]6c2ccccc2)c1
869,2930,c1ccc2c(c1)CSCCOCCSCc1ccccc1OCCO2,"[0, 6]",O=C1[O][Ni]2(<-[S]3CCOCC[S]->2Cc2ccccc2OCCOc2ccccc2C3)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[S]3CCOCC[S]->2Cc2ccccc2OCCOc2ccccc2C3)[CH](c2ccccc2)N1c1ccccc1
870,2936,CC(=NCCO)c1ccccn1,"[7, 8]",CC1c2cccc[n]2->[Ni]2(<-[N]=1CCO)[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,CC1c2cccc[n]2->[Ni]2(<-[N]=1CCO)[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
871,2937,O=C([O-])c1c(Cl)ccc2cc(Cl)cnc12,"[2, 3]",O=C1[O][Ni]2(<-[n]3cc(Cl)cc4ccc(Cl)c1c43)[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,O=C1[O][Ni]2(<-[n]3cc(Cl)cc4ccc(Cl)c1c43)[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
872,2940,O=C([N-]c1ccccc1)Nc1ccccn1,"[0, 9]",O=C1[O][Ni]2([N](C(=O)Nc3cccc[n]->23)c2ccccc2)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2([N](C(=O)Nc3cccc[n]->23)c2ccccc2)[CH](c2ccccc2)N1c1ccccc1
873,2943,Clc1cc(-c2ccccn2)nc(-c2ccccn2)c1,"[0, 18]",O=C1[O][Ni]2(<-[n]3ccccc3-c3cc(Cl)cc(-c4ccccn4)[n]->23)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[n]3ccccc3-c3cc(Cl)cc(-c4ccccn4)[n]->23)[CH](c2ccccc2)N1c1ccccc1
