,file name,FINAL SINGLE POINT ENERGY,Final Gibbs free energy
0,isomer1_embed_11.inp.out,-1724966.6423997157,-1724768.2785068122
1,isomer1_embed_14.inp.out,-1724967.1151640555,-1724767.7805784207
2,isomer1_embed_17.inp.out,-1724967.1165319588,-1724767.7293736862
3,isomer1_embed_4.inp.out,-1724967.1205980252,-1724767.781833439
4,isomer1_embed_8.inp.out,-1724967.156045893,-1724767.866421652
