complex3_embed.inp.out  -2788.185814448517  -1749611.692239
complex4_embed.inp.out  -2788.186955118726  -1749612.408020
complex5_embed.inp.out  -2866.787541256713  -1798934.983226
complex6_embed.inp.out  -2866.788756295496  -1798935.745674
complex7_embed.inp.out  -3693.001155199951  -2317391.461898
complex8_embed.inp.out  -3692.992516601776  -2317386.041100
isomer1_embed.inp.out  -2748.890726863070  -1724953.671123
isomer2_embed.inp.out  -2748.886454178366  -1724950.989975
