complex3_embed.inp.out  -2788.678606459859  -1749920.923661
complex4_embed.inp.out  -2788.675676238910  -1749919.084921
complex5_embed.inp.out  -2867.281031683501  -1799244.652911
complex6_embed.inp.out  -2867.276447947141  -1799241.776575
complex7_embed.inp.out  -3693.459796743448  -2317679.263595
complex8_embed.inp.out  -3693.444973016049  -2317669.961572
isomer1_embed.inp.out  -2749.383261441983  -1725262.741004
isomer2_embed.inp.out  -2749.375352220135  -1725257.777896
